account_id,date,type,operation,amount,balance,k_symbol,bank,account
784,437,1,0,9988,10861,5,2,2156
39,366,2,5,5509,8542,7,13,21429
741,370,2,5,1218,36209,7,13,21429
1200,266,2,3,119,14862,3,13,21429
698,366,2,5,3501,22699,7,7,21429
449,275,1,2,109,2760,7,13,21429
901,330,1,3,1251,2538,3,13,21429
1051,362,2,5,31,19018,6,13,21429
1106,144,1,2,2321,71505,7,13,21429
823,460,1,2,23219,25931,7,13,21429
1171,157,1,2,82,1865,7,13,21429
498,438,1,2,4509,31524,7,13,21429
431,380,2,5,6853,43314,7,13,21429
611,224,1,0,2103,27657,5,1,15193
489,184,1,2,26842,75259,7,13,21429
653,296,2,4,2370,13628,7,12,9616
521,324,2,5,2123,37075,7,13,21429
388,393,2,5,1857,51989,7,13,21429
1238,432,2,5,0,24807,6,13,21429
675,262,1,3,0,22227,3,13,21429
114,364,2,5,3710,29584,7,13,21429
3,162,1,3,3288,28884,3,10,21429
632,201,1,0,15328,16822,7,10,4951
481,363,1,3,62,24759,3,13,21429
701,300,2,4,3337,44602,0,12,20723
622,397,2,4,287,40724,4,12,20238
514,310,2,5,3892,34121,7,13,21429
607,380,2,4,6028,18402,7,3,0
660,297,2,4,1346,24709,1,12,10706
521,388,1,3,19,19190,3,13,21429
97,360,0,5,4367,51036,7,13,21429
728,283,2,5,0,15484,7,13,21429
201,364,2,5,133,30351,6,13,21429
786,211,1,0,5224,22108,5,6,21036
927,316,1,0,5869,15141,5,11,4347
305,365,1,3,0,46741,3,13,21429
61,409,1,2,1215,59937,7,13,21429
463,375,2,5,24766,45930,7,13,21429
566,229,1,0,5378,18230,5,11,4759
765,172,1,2,27840,87141,7,13,21429
290,457,1,3,59,1171,3,13,21429
973,373,2,4,3131,21717,0,12,6398
1018,191,2,4,2891,12097,0,12,14823
110,377,2,5,3553,39410,7,13,21429
973,464,2,4,1833,21100,0,12,8172
97,299,1,2,23096,33116,7,13,21429
807,382,2,0,8428,25718,5,0,21429
773,177,2,4,2955,25032,0,12,17366
863,428,2,4,1096,43454,1,12,8114
635,393,2,5,12007,49889,7,13,21429
471,367,1,2,925,32694,7,13,21429
739,268,1,2,1158,65186,7,13,21429
216,262,2,4,354,60157,0,12,5812
176,374,2,4,5297,7709,0,9,0
786,462,1,0,16122,26334,5,9,15392
159,319,2,4,5075,47281,0,12,6479
1018,331,2,4,9583,24921,7,12,10491
881,220,1,3,187,42349,3,13,21429
968,430,1,0,3941,16380,5,12,11586
656,291,2,4,746,21244,0,12,1350
14,239,1,0,7103,24399,5,11,14555
847,193,2,4,871,17708,0,12,12052
420,365,2,5,250,26540,6,13,21429
574,264,1,3,1770,20468,7,13,21429
884,345,1,0,21523,18259,5,6,5522
485,352,1,0,4037,20588,5,2,6946
66,214,1,0,4492,23382,5,9,18876
180,314,2,4,1381,39306,0,12,15962
1018,320,2,4,0,44054,0,12,2701
667,234,1,2,18948,53606,7,13,21429
1041,352,2,4,5199,34594,0,1,730
739,463,1,0,219,29001,7,6,14725
1241,367,2,5,4123,41674,7,13,21429
30,342,2,4,1360,18537,0,12,11608
622,403,2,4,826,28486,7,12,0
1176,368,2,5,632,19146,7,13,0
926,340,2,4,2652,27517,1,12,0
680,441,1,0,5134,26104,5,9,3675
1128,301,1,2,21879,43510,7,13,21429
268,329,1,2,4931,16000,7,13,21429
177,343,1,2,22884,14931,7,13,21429
1157,183,1,2,15576,3188,7,13,21429
600,212,0,2,29606,47571,7,13,21429
38,439,1,0,4878,15075,5,10,5180
965,294,1,0,3055,28751,5,0,15529
653,309,2,4,4425,15200,0,12,1641
1065,226,2,5,49,24828,3,13,21429
61,382,1,3,0,30622,3,13,21429
1179,376,2,4,3676,29732,1,7,0
776,373,2,5,635,30252,7,13,21429
963,360,1,3,211,16634,3,13,21429
310,436,1,0,3770,22370,5,12,2513
113,371,2,4,2144,10348,7,9,2257
528,336,2,5,1060,25841,7,13,0
1164,158,1,3,0,25370,3,13,21429
231,217,2,5,35,29298,7,13,21429
98,201,1,3,199,30434,7,13,21429
439,181,1,0,5647,16912,5,10,15244
1220,364,2,3,286,36536,3,13,21429
64,429,1,2,3356,71369,7,13,21429
1179,454,1,2,15142,302,7,13,21429
188,378,1,2,821,16068,7,13,21429
1133,259,1,3,0,27132,3,13,21429
303,374,1,2,13268,75661,7,13,21429
852,389,2,4,6305,13911,7,7,0
1192,372,2,5,3740,54165,7,13,21429
1129,340,2,4,62,12328,0,12,18736
46,145,1,2,17669,-75,7,13,21429
